ID,Возраст,Доход клиента,Вероятность банкротства,Флаг утилизации счёта,Расходы,PV КК,PV услуги,NPV
4286,23,20780.995354171362,0.3067723508700101,1,492,8188,1667,9363
4287,28,72647.60055772946,0.016949487682327784,0,131,0,0,-131
4288,19,30661.095046855273,0.0420633493386594,1,575,8346,1821,9592
4289,21,28256.66911037975,0.20410883974425237,0,12,0,0,-12
4290,34,21941.686892869988,0.239861364250978,1,663,8515,2198,10050
4291,45,33711.607209656315,0.029593577219511093,0,72,0,0,-72
4292,34,27336.73024797046,0.005192954329504926,1,152,5651,1620,7119
4293,33,33022.49941823756,0.04354971049291397,1,906,16440,1684,17218
4294,18,33561.53029715525,0.09936734458381527,0,32,0,0,-32
4295,39,47890.89979089289,0.10568281107497612,1,238,7486,1612,8860
4296,18,24185.478794118862,0.2787897176572315,1,77,9699,2574,12196
4297,37,25656.7476643822,0.06906446030124094,1,749,7341,1810,8402
4298,41,28474.685901909015,0.12226664672501757,1,469,6629,3372,9532
4299,71,42511.50178773958,0.0172170633675797,1,927,6948,2282,8303
4300,74,35451.558768360715,0.06538909610804322,1,42,8403,1416,9777
4301,25,22258.116970810748,0.007237270493292813,1,249,7209,2901,9861
4302,37,28983.35924537204,0.02468627492451481,0,89,0,0,-89
4303,71,22202.033980065367,0.01021165325387725,1,523,5957,1369,6803
4304,34,22522.753416900105,0.10903876576903837,1,1693,7954,1446,7707
4305,29,31654.270978887413,0.2119331340840399,1,433,5439,1401,6407
4306,22,23300.685300725443,0.10932058504599794,0,11,0,0,-11
4307,21,30800.114707799366,0.0423788222218513,0,16,0,0,-16
4308,74,23291.556931025912,0.13657532851540388,1,1285,5907,1526,6148
4309,38,27365.876656588378,0.09863526173004245,0,64,0,0,-64
4310,53,24616.398050783682,0.27225430205711126,0,3,0,0,-3
4311,33,26439.48857845795,0.014974154720241566,1,273,5404,1434,6565
4312,48,20235.487260302078,0.11134221588428643,1,857,6873,1408,7424
4313,58,29395.490073114095,0.16202551536241797,0,62,0,0,-62
4314,55,37263.646440472774,0.03555284203654928,1,981,5416,4814,9249
4315,70,22817.430284455164,0.005855209039230607,0,31,0,0,-31
4316,41,24286.967934572443,0.01297590082501047,1,229,10255,4401,14427
4317,30,105630.41570931734,0.01458284882732108,1,77,6585,4115,10623
4318,48,20068.743323440765,0.015298550431193696,1,568,5318,1519,6269
4319,69,20732.614675965975,0.08593827987370888,1,228,19100,3067,21939
4320,59,59644.30278619578,0.13730408891046172,0,56,0,0,-56
4321,27,23885.873938879082,0.08108231692673185,1,158,6239,3575,9656
4322,23,28451.87241360027,0.016913935095909535,1,408,9219,1498,10309
4323,61,21057.15427052842,0.04062690420652697,1,75,9132,1599,10656
4324,26,25625.515551155768,0.07591246272960829,1,571,18326,2663,20418
4325,60,25095.545952645,0.03885187029788471,1,940,5261,2000,6321
4326,44,21529.35563413764,0.0458379185033765,1,1147,5363,1485,5701
4327,64,22779.887100576605,0.004804454574870482,1,131,7550,2424,9843
4328,19,23362.043483459576,0.36451539198542077,1,502,9601,3205,12304
4329,20,24537.51799777892,0.4334636817163654,0,99,0,0,-99
4330,48,22216.34930056191,0.1962892721479644,1,1069,12332,1400,12663
4331,52,20877.020096472792,0.1668144510499074,1,697,6085,1573,6961
4332,61,21835.84140647989,0.209299549886814,1,184,6668,1522,8006
4333,21,21336.539470589803,0.12288612975912053,0,149,0,0,-149
4334,21,31260.337209815603,0.17677969837902563,1,130,7294,2075,9239
4335,22,20408.89728783737,0.09054799739758561,1,83,11993,1427,13337
4336,23,23881.12144624798,0.012050234392831767,1,79,5936,1448,7305
4337,24,32640.68000631166,0.09031406269561944,1,1060,5371,1394,5705
4338,18,23150.056062732383,0.24015767448263403,0,23,0,0,-23
4339,22,50488.06895724318,0.23602247226640521,0,223,0,0,-223
4340,61,25457.04072622112,0.02336981978828907,1,404,6784,1857,8237
4341,23,28275.427500058795,0.146276632112786,1,508,14232,1466,15190
4342,36,22597.571701647805,0.020032708142380156,1,1265,6313,1999,7047
4343,27,25571.616866668333,0.2549465673607585,0,24,0,0,-24
4344,74,20595.87161257855,0.047167190404489266,1,426,5465,2164,7203
4345,67,23413.370727672827,0.1442351437917818,1,341,5446,2955,8060
4346,29,23867.06343460464,0.15625809861689768,0,85,0,0,-85
4347,69,28244.57779133452,0.3838760281398746,1,90,8832,2220,10962
4348,27,38193.137748651316,0.12743799029115738,0,62,0,0,-62
4349,18,33258.37852339768,0.007435521848962964,0,111,0,0,-111
4350,42,33450.436632449695,0.2092360422133889,1,246,5867,3468,9089
4351,25,23158.171532374912,0.15122786421414836,1,390,10187,4172,13969
4352,21,108506.96470043535,0.2514558268110268,1,279,5566,1475,6762
4353,53,21486.987367205875,0.15949432608461062,1,219,7299,1558,8638
4354,45,36090.91636907431,0.15716608122309492,1,683,10721,1340,11378
4355,38,23582.051151875887,0.2954508368409228,1,234,7061,1497,8324
4356,29,23931.97495603072,0.11748210622212481,0,28,0,0,-28
4357,40,25756.583814665573,0.2629223727479554,0,24,0,0,-24
4358,27,21179.204943754485,0.18954305064313237,1,261,5722,1462,6923
4359,35,23083.49218578021,0.053397917205021045,1,1671,20635,1640,20604
4360,48,23450.09727650154,0.028186963645442896,0,6,0,0,-6
4361,57,20430.651570572452,0.08296494402328346,1,539,8684,1608,9753
4362,34,25486.46179322417,0.06815442118409937,1,496,6342,4111,9957
4363,34,73638.07009975062,0.03476537470337463,1,666,22378,2994,24706
4364,72,28977.13953088868,0.1493135152886132,1,555,5762,1596,6803
4365,23,23321.23209963789,0.01993794962920618,1,1284,22955,1400,23071
4366,27,23487.992818847397,0.027328786583123318,1,176,6170,1596,7590
4367,31,20307.60054804524,0.008945222083857387,1,122,6239,1849,7966
4368,32,30464.819305994257,0.24620924417121595,1,101,9702,2634,12235
4369,43,22839.70286324575,0.25463694320840885,1,139,7530,1804,9195
4370,57,49695.35783388494,0.23298920605092815,1,1182,6551,2225,7594
4371,39,23939.6214645969,0.04521653358834418,1,176,10079,1805,11708
4372,34,20197.259607448406,0.06169158313788835,1,300,7562,1709,8971
4373,71,21032.30343954901,0.06973546075861783,1,217,19396,1980,21159
4374,25,20951.954555159413,0.5478896565369363,0,9,0,0,-9
4375,63,23807.218139727305,0.5421987669463171,0,58,0,0,-58
4376,20,21294.676845742077,0.31071921391262486,1,185,17453,1430,18698
4377,33,28270.45097340219,0.1609033583435582,0,26,0,0,-26
4378,30,57323.16045880959,0.3019157824707823,1,97,6820,1744,8467
4379,39,59413.37131841556,0.08512145038256741,0,13,0,0,-13
4380,62,40194.346793119796,0.10172802733620208,0,99,0,0,-99
4381,20,24825.500403458922,0.03306935839165381,1,107,8117,1389,9399
4382,41,28089.727137342103,0.045763121663957386,1,543,5944,1334,6735
4383,56,21750.534789390287,0.01401982038205711,1,659,5367,1421,6129
4384,23,23986.679111317302,0.09432452929324427,0,26,0,0,-26
4385,18,37141.27604045245,0.1973274299780298,1,367,8633,1577,9843
4386,41,30967.030946713516,0.07635854336838481,1,724,11209,1851,12336
4387,20,20481.90015185352,0.06696551932157964,1,980,6883,1391,7294
4388,22,92283.31358690042,0.2054246391002292,0,9,0,0,-9
4389,40,20221.57759801438,0.19409661319689872,1,194,7345,1336,8487
4390,20,24560.80222456037,0.05384097663616275,1,140,7989,3122,10971
4391,58,20605.153350160817,0.3697335669374953,0,25,0,0,-25
4392,34,24718.54597575028,0.09249045999588866,1,440,5368,3567,8495
4393,70,44403.6156061339,0.02934398368978013,1,521,5773,2247,7499
4394,59,37732.36246227439,0.1602684036955622,1,268,6642,1417,7791
4395,37,20122.71373131098,0.113258170917174,0,29,0,0,-29
4396,42,23764.03773301305,0.035191470078588485,1,2127,7567,1466,6906
4397,54,27850.471482927478,0.08586885958028836,0,44,0,0,-44
4398,23,21536.051181559564,0.2572627623994709,0,101,0,0,-101
4399,57,40078.16896172117,0.153341318646928,1,134,11811,1755,13432
4400,64,42952.36957492425,0.15614549742891062,1,10,5827,1359,7176
4401,45,33487.692620852096,0.22069805386475425,1,98,6055,1654,7611
4402,31,30888.349825757723,0.011006141859224045,0,0,0,0,0
4403,18,21525.41139225027,0.01848901964390876,0,82,0,0,-82
4404,19,23259.658717773258,0.113690110749638,1,831,14215,1663,15047
4405,35,20279.314782480367,0.30820742346777086,0,71,0,0,-71
4406,53,20873.078969550763,0.03957452547414888,1,506,5445,2088,7027
4407,45,20819.36489866946,0.14542055791675862,0,123,0,0,-123
4408,40,20803.350404331166,0.07358362642080739,1,287,7613,1766,9092
4409,63,25121.07174262041,0.007244578265734756,0,15,0,0,-15
4410,36,28556.74403417215,0.29448690761511415,1,465,6865,1645,8045
4411,65,52833.85429875446,0.02846369733190085,1,208,6684,1740,8216
4412,39,21364.258139734553,0.06922714352618235,1,610,5567,5843,10800
4413,21,31275.425139733543,0.20016504086808962,0,39,0,0,-39
4414,73,25680.574205247674,0.382104137655216,1,1287,5695,3548,7956
4415,41,44202.78837435941,0.013154055882724988,1,1209,6617,1420,6828
4416,57,21121.43722590243,0.04533634551862563,1,467,8634,2141,10308
4417,38,24102.92196179469,0.07035871198647319,1,250,5812,4985,10547
4418,27,21026.45775406824,0.1273450052832598,1,281,8245,1386,9350
4419,59,21803.246665585204,0.4374384692978997,1,62,6152,1372,7462
4420,42,43945.12019161479,0.10052436930415175,1,174,5544,1335,6705
4421,66,22896.622050608556,0.1432155301564609,1,210,5906,1619,7315
4422,22,51108.878289532506,0.1708316060669893,0,20,0,0,-20
4423,21,22761.36672676362,0.06488093130296894,1,141,6552,2052,8463
4424,56,20372.19503932368,0.07758123474037722,1,169,5770,1524,7125
4425,44,23518.393766600027,0.1735343916203314,0,2,0,0,-2
4426,55,43917.22851224584,0.05120392785311266,1,516,6175,2364,8023
4427,63,24470.053324457735,0.09508901438258255,1,595,6951,1352,7708
4428,50,36630.1134869422,0.07071067360877109,0,30,0,0,-30
4429,20,77132.49378298245,0.18293067261462062,1,809,5773,3050,8014
4430,39,24479.579568480254,0.004049071383808558,1,1141,8115,1416,8390
4431,20,20572.351790809473,0.0021032625828020087,1,165,8366,1685,9886
4432,47,26080.060836577537,0.0027483382153675375,0,137,0,0,-137
4433,44,21805.11321452847,0.08799417575781139,1,1883,9688,1476,9281
4434,28,28218.56368544165,0.09512449181356798,1,76,14633,4140,18697
4435,24,21829.914700979127,0.06645725145604112,1,383,6036,1403,7056
4436,24,26465.92610907189,0.13836037081286715,0,11,0,0,-11
4437,67,22576.724011686063,0.013979206234288756,1,303,6366,1622,7685
4438,62,24012.729071895905,0.00787932722018664,0,93,0,0,-93
4439,70,28882.591265528736,0.23169822133665147,1,441,17232,2922,19713
4440,30,20746.798216653173,0.009231597179199746,1,524,5432,1539,6447
4441,34,22048.12377384712,0.21005735794511268,1,1133,5356,1839,6062
4442,34,21609.946025176545,0.11215127823091739,0,6,0,0,-6
4443,73,20279.704064060068,0.0754171648411901,0,39,0,0,-39
4444,24,23130.782445497385,0.03685936573976383,1,565,6155,1672,7262
4445,27,34780.977872941265,0.09641329764456247,1,28,7672,1914,9558
4446,36,27312.23328019393,0.01438542516541422,1,400,5713,1463,6776
4447,28,29258.904131721654,0.12041991923504644,1,181,18445,3222,21486
4448,55,32802.46698628446,0.06784045830906713,1,32,6434,6573,12975
4449,69,21686.884734652765,0.005093237033156584,1,371,10962,1853,12444
4450,71,25240.250976814597,0.12542137960106306,1,476,5701,2068,7293
4451,47,23624.01954681489,0.05072074919732801,1,1220,6158,1579,6517
4452,73,21561.6919892245,0.03306518486253889,1,530,6591,2773,8834
4453,51,39837.52978439976,0.2755418975036245,1,427,7990,1735,9298
4454,21,25004.638957754923,0.13820350688098024,0,52,0,0,-52
4455,37,48833.25094596744,0.07557944468498043,1,516,5361,4781,9626
4456,26,52955.856035160585,0.17666207153810579,1,299,6891,1962,8554
4457,73,27678.866046097533,0.006064785488709003,1,1000,9656,1553,10209
4458,36,22667.869335806663,0.07361084295555875,1,44,6971,2491,9418
4459,36,21303.443606410834,0.12629601386498765,1,2141,6906,3425,8190
4460,25,23352.388768433182,0.008077736783950457,1,833,5443,1650,6260
4461,24,26207.211220609614,0.3331300520194333,1,277,6715,1788,8226
4462,64,24579.498714581,0.2623744461327694,0,86,0,0,-86
4463,31,32546.102935779716,0.2533366197685067,1,1058,28533,1726,29201
4464,37,29401.558877905063,0.1853764381401467,1,95,6097,1837,7839
4465,40,21660.620777931934,0.11867564987298844,0,9,0,0,-9
4466,22,26442.679560991943,0.04776358413524313,1,218,6412,2435,8629
4467,37,45061.50347194408,0.14777666410260767,1,669,5609,1512,6452
4468,18,24928.439086683287,0.10708975519089066,1,268,9190,2181,11103
4469,31,23986.806206359823,0.016176951198950025,1,116,9786,1823,11493
4470,34,20767.456237819748,0.1488352891005656,1,263,5986,3206,8929
4471,39,28596.963528536868,0.021175106532743578,1,457,6704,1385,7632
4472,59,32805.08847092488,0.1037621932212405,0,82,0,0,-82
4473,48,26148.485291375815,0.2555377584700477,1,259,6187,1475,7403
4474,66,23707.646803065105,0.09685378449160167,1,201,5420,2078,7297
4475,25,26123.15143011913,0.10337695157504259,1,1699,5454,2358,6113
4476,33,20211.773213274773,0.06285474333744195,1,327,18965,1886,20524
4477,28,76497.95128995951,0.13067289337621577,1,1010,10021,1407,10418
4478,19,25833.6077098099,0.0035753457467020294,1,1228,10377,2418,11567
4479,40,29719.03549000215,0.011378095690622177,0,139,0,0,-139
4480,34,20083.7971608954,0.020428526714478874,1,497,6243,2549,8295
4481,26,27689.602078517717,0.1895104646548635,1,996,5741,1897,6642
4482,65,28725.757234388704,0.0039565443434765625,1,52,7401,1413,8762
4483,32,20692.168926074875,0.039115288813731997,1,626,5321,3606,8301
4484,63,24994.0791397618,0.2055396282940639,0,10,0,0,-10
4485,32,55179.61149873891,0.03129294311396015,1,1342,6585,1516,6759
4486,40,37213.69619040591,0.1758189787035903,1,143,6292,1603,7752
4487,23,22233.773094375465,0.2889691827333416,0,63,0,0,-63
4488,22,24080.28042295834,0.07860999802869945,1,240,28990,1682,30432
4489,75,24448.066841342512,0.10876865752159944,0,113,0,0,-113
4490,20,22239.052566179013,0.047900611222784065,0,4,0,0,-4
4491,47,31423.28091640346,0.19386152718006575,1,160,6611,1980,8431
4492,69,41532.96196430081,0.14912259941204378,1,2647,6231,1972,5556
4493,30,33794.728406926995,0.04615660723734551,1,552,7797,1384,8629
4494,31,43478.81194590058,0.03470836298657334,1,894,6438,1497,7041
4495,32,26700.458844082947,0.23414087350219623,1,619,13756,1712,14849
4496,47,40094.71427403652,0.10359175837526446,1,523,6400,2585,8462
4497,28,21190.52932066773,0.09492047601219604,0,50,0,0,-50
4498,32,22221.110616133563,0.11250205233294132,1,70,9351,1407,10688
4499,18,25511.04940286641,0.06722189873732522,1,355,5696,1542,6883
4500,32,27476.325077659672,0.21967766713304596,0,29,0,0,-29
4501,44,21747.56698217788,0.036389020142447936,1,31,7366,1368,8703
4502,33,30395.66813781642,0.3103044556636869,0,0,0,0,0
4503,36,21312.225464571962,0.1587740802946896,1,90,28311,1549,29770
4504,18,22628.380512827214,0.026511737336174363,1,161,5283,2380,7502
4505,25,32806.48326883289,0.25918789745720705,1,801,9880,6975,16054
4506,38,20223.21394896624,0.1501098951324171,1,281,12880,1546,14145
4507,34,30234.72164019509,0.2184588563445269,1,186,18522,3227,21563
4508,75,22670.736607672578,0.17797425017125887,1,784,9717,1374,10307
4509,51,31334.94007826776,0.20535555434615801,1,726,9116,1908,10298
4510,33,20988.261132257707,0.30308230913387935,1,810,6894,1878,7962
4511,43,20401.00649021326,0.18800286158148508,0,40,0,0,-40
4512,62,29175.26779969724,0.08583138832290045,1,771,6813,1642,7684
4513,31,33493.70853849386,0.1108663438102637,1,290,11100,1412,12222
4514,31,27167.972106427645,0.07574440746802948,1,31,5933,1692,7594
4515,22,54804.74802224719,0.1329554434990865,0,7,0,0,-7
4516,40,27336.260314164807,0.19507656769236348,1,91,11696,2505,14110
4517,49,63028.756014805535,0.026248660456512942,1,248,103027,1761,104540
4518,24,23990.592082049872,0.047223905087399834,1,631,5740,1620,6729
4519,31,29731.318445719182,0.10953940992201905,1,266,11016,1468,12218
4520,45,21009.65810977831,0.3823807774372497,0,71,0,0,-71
4521,21,45997.22845009826,0.26526398470590207,1,646,5562,1460,6376
4522,27,25355.37746316868,0.06428287212692614,1,1150,9655,1523,10028
4523,49,30107.740116577083,0.1396866480875717,0,39,0,0,-39
4524,36,23999.173833047964,0.06145225243219914,1,765,21302,5518,26055
4525,19,29200.09849167799,0.006304750951512698,1,88,7299,3833,11044
4526,29,20347.51876751684,0.04217527702676758,1,395,7632,2944,10181
4527,23,22502.308748827516,0.038374378607509585,1,888,6096,4026,9234
4528,50,29988.237316223767,0.10947538995884387,1,423,17389,1950,18916
4529,24,20316.47887746067,0.056279259655258554,1,289,5427,1651,6789
4530,61,20441.263367430736,0.09843613281862533,0,158,0,0,-158
4531,74,28865.848138524438,0.043983752115022076,1,670,5620,6404,11354
4532,37,20642.592035666803,0.15657784836750105,1,529,11282,1549,12302
4533,25,35923.669953590106,0.46302187685947827,1,149,7509,2568,9928
4534,42,67440.13344489192,0.05763094328694535,1,321,11470,1643,12792
4535,24,24246.09276907571,0.006175921125024478,1,444,11060,1378,11994
4536,25,30332.91196637516,0.20799282306081382,1,32,10472,1365,11805
4537,43,20732.49756950311,0.025885813682859162,1,451,8473,1596,9618
4538,19,26201.650217781513,0.0686801546850792,1,341,15352,1459,16470
4539,26,33830.92192912075,0.10279783621950117,1,1136,6115,2413,7392
4540,55,35012.64693386251,0.4113651524434737,0,10,0,0,-10
4541,53,21502.289141378966,0.13836231307311875,1,1050,9630,1781,10361
4542,21,49697.28193509758,0.0030487982943876086,1,733,5781,1423,6471
4543,25,25437.663427609154,0.03239517851643503,1,1263,8118,1816,8671
4544,24,24030.09848748374,0.022881360011229028,1,598,11419,2088,12909
4545,37,21310.8346955056,0.145616314372704,1,433,5956,6078,11601
4546,33,24151.962920088787,0.11227499184660736,1,631,6433,1640,7442
4547,44,42159.433984645155,0.009848570215014434,1,71,6566,1915,8410
4548,68,37114.876511983355,0.166996222690275,1,518,5710,1877,7069
4549,21,20018.942442566407,0.07479142858880826,1,230,6270,1460,7500
4550,50,50573.118300958726,0.1323840095461551,1,999,17732,4287,21020
4551,48,26409.141395112023,0.024908397174972723,1,397,7151,1481,8235
4552,23,40767.82934727427,0.20373059394528015,1,270,19630,1916,21276
4553,24,22156.736713123122,0.1303259528645494,0,4,0,0,-4
4554,48,20798.685924296195,0.1381650786251886,0,16,0,0,-16
4555,31,21851.93657286934,0.1689531685541337,1,32,7758,1357,9083
4556,20,26578.018600101113,0.11372344763834782,0,5,0,0,-5
4557,51,26622.230476106448,0.17962139421054413,1,335,8698,1374,9737
4558,18,22578.06207625653,0.178112004895411,1,256,9998,3510,13252
4559,61,31960.84989177857,0.009095963759154602,1,359,9965,2813,12419
4560,43,22775.363735690673,0.19046160923616295,1,24,6366,2045,8387
4561,59,26813.187682145166,0.14657655222009688,1,1135,5653,1438,5956
4562,22,23018.022427454318,0.39178564460689325,0,8,0,0,-8
4563,22,39096.84801153862,0.1572341110724318,1,140,6223,2072,8155
4564,57,33054.72167735688,0.2579093313475524,1,926,6060,1636,6770
4565,51,20996.37853741634,0.2503461656504759,1,28,37491,2564,40027
4566,33,55143.15203661515,0.06770693571826525,1,1194,5348,1497,5651
4567,28,23928.68456716688,0.13357176132732376,0,12,0,0,-12
4568,20,23159.28448577501,0.00010697821318335182,1,76,13394,1648,14966
4569,21,24731.211931548198,0.330792754731002,1,849,7142,1424,7717
4570,23,21185.514277763472,0.1513728515557756,1,82,9357,1487,10762
4571,27,42988.731433619425,0.10036253668430167,0,23,0,0,-23
4572,66,22358.091112948143,0.4199974921187124,0,47,0,0,-47
4573,71,54084.02980310566,0.2917532142571063,1,557,6121,1530,7094
4574,60,30394.533633307336,0.02188779322509527,1,517,6420,1334,7237
4575,24,24414.19491603433,0.11572122640407587,0,1,0,0,-1
4576,24,22686.295148541394,0.1717759969468286,1,57,5398,1621,6962
4577,36,24890.94832991564,0.00823966829920569,1,167,8556,1538,9927
4578,21,21547.92650555187,0.1133789492429173,0,72,0,0,-72
4579,27,34962.933975489264,0.1832989479352225,1,726,7538,1439,8251
4580,18,33990.567957672036,0.04242536805797845,1,443,7459,1953,8969
4581,18,20604.22708335383,0.38574545816280875,1,86,6553,1721,8188
4582,18,28408.067924081646,0.07312897750960566,1,929,9933,1589,10593
4583,47,23525.320273969857,0.04679467444467919,1,203,5913,1469,7179
4584,19,26741.269537486653,0.08406756894626263,1,147,5842,1674,7369
4585,70,35970.99912662499,0.05536292531720892,1,995,14224,1693,14922
4586,32,24094.845024619248,0.023785188875953035,1,123,6637,3539,10053
4587,75,20582.923932715235,0.2415287580980819,0,20,0,0,-20
4588,18,25837.196692826412,0.004411395594658164,0,114,0,0,-114
4589,38,21842.642384691742,0.038789936473494706,1,301,9345,1410,10454
4590,26,28637.215535679967,0.1897155636969457,1,375,8702,1448,9775
4591,28,38056.471434527215,0.061567763026628024,1,627,5852,2574,7799
4592,44,29379.147316986637,0.025076010721162154,1,405,7061,1451,8107
4593,59,38848.60395602472,0.039874124858392875,1,120,6755,1841,8476
4594,33,29088.520460202064,0.006136806648746326,1,353,6523,1809,7979
4595,62,23476.827185889655,0.07283115133410376,1,847,7934,2164,9251
4596,64,21842.55482346344,0.03127678696292624,1,168,19026,2279,21137
4597,37,36565.646900695334,0.21878291181208423,1,330,6071,1847,7588
4598,22,23177.347691234943,0.21345611140066245,1,855,8652,1577,9374
4599,24,33757.883726820124,0.2389377661921011,0,3,0,0,-3
4600,25,48412.50843528201,0.1249176488836958,1,717,6211,1827,7321
4601,45,23197.89356560048,0.20101598309253754,1,227,6485,4759,11017
4602,72,93851.36652263634,0.13093293984858015,1,96,5667,1525,7096
4603,52,29668.277252658252,0.1326671373290732,1,171,10066,1509,11404
4604,35,28872.08506777321,0.07602553971834511,0,5,0,0,-5
4605,32,21273.694651788282,0.13972196115390043,1,692,5691,1454,6453
4606,35,25383.85511117016,0.4063641165897028,1,119,6664,2967,9512
4607,28,22988.95131231412,0.06996651550880384,0,115,0,0,-115
4608,32,21836.62199446441,0.08409980030005697,1,26,7662,1408,9044
4609,23,21420.11137500941,0.07109927593791568,1,798,5681,1908,6791
4610,41,27175.572898249935,0.40434403075670056,0,103,0,0,-103
4611,24,26114.946937001725,0.1008510298623627,1,60,8223,1554,9717
4612,32,20729.7956164347,0.002651094126960832,1,539,6678,1689,7828
4613,52,20751.706763419344,0.1219934798420253,1,193,5843,1448,7098
4614,18,24369.982042385447,0.33461032457236267,1,1802,5444,1346,4988
4615,24,28039.98870991429,0.06577030961309542,1,659,5348,1541,6230
4616,23,35998.924054480434,0.01578931527367309,0,38,0,0,-38
4617,22,23785.386470433143,0.2452553879377193,1,1240,7793,1355,7908
4618,28,39720.16221542811,0.11946558533727053,1,251,7929,1529,9207
4619,26,21640.794075981357,0.039163900725364735,1,557,8190,2830,10463
4620,32,104765.15580825765,0.15666746789278588,1,596,7050,1664,8118
4621,43,30194.248109959037,0.12851228280783178,1,187,5756,1810,7379
4622,19,27427.93853972943,0.04105467786936597,1,1127,7232,1379,7484
4623,52,22796.74225909068,0.07751492793108218,0,15,0,0,-15
4624,29,26246.943128126386,0.07404002415881264,1,76,6997,1580,8501
4625,56,26468.828086322017,0.020498941475241953,1,149,46372,1457,47680
4626,30,23642.31145176345,0.08148778731577797,0,48,0,0,-48
4627,20,30931.96213920851,0.03228905482138795,1,265,6737,6958,13430
4628,22,23811.4730341647,0.036301242835560105,1,770,16702,1696,17628
4629,62,22709.155388045838,0.27909604219226114,0,52,0,0,-52
4630,41,28045.29626820873,0.17140912646781464,1,491,8173,1487,9169
4631,32,22217.818401876568,0.04444800609863013,1,556,7955,4653,12052
4632,19,33283.52260815559,0.18588943945141262,1,396,11435,2171,13210
4633,49,29763.717635412817,0.03203620210493817,1,518,7236,1932,8650
4634,18,30008.20346271718,0.022712778358022687,1,1100,7981,1825,8706
4635,26,22030.04222091909,0.3602922419190611,1,879,8016,2039,9176
4636,58,21255.7834992539,0.23360781320245852,0,38,0,0,-38
4637,55,21663.072721500364,0.26267355818476257,0,72,0,0,-72
4638,43,34790.26173660335,0.03240104120225979,1,52,6433,2044,8425
4639,25,24153.34430388451,0.07180008376029527,1,43,5489,2353,7799
4640,21,27822.88842884939,0.12609854128539405,1,229,5849,2449,8069
4641,72,23805.409396732066,0.11441382948101572,1,253,5701,1357,6805
4642,30,22596.34569169707,0.06033897773179255,0,91,0,0,-91
4643,24,22233.552557420728,0.011999097023113456,0,8,0,0,-8
4644,57,21713.42368005526,0.03247442007811348,1,2252,14222,1870,13840
4645,66,20286.023484381116,0.3549222615764006,1,425,5273,1775,6623
4646,20,21971.541296104395,0.2502935436942856,1,444,5525,1385,6466
4647,24,22336.172027440905,0.013630202726295788,1,270,8854,2011,10595
4648,64,20123.45666595608,0.30300064457189957,0,2,0,0,-2
4649,25,23281.21611978573,0.027903711050285825,1,89,5295,2016,7222
4650,22,24465.676664110004,0.13180220756408806,1,823,17284,1352,17813
4651,62,38144.63267995848,0.11387312499177737,0,101,0,0,-101
4652,19,20341.886539348052,0.5101522427150729,0,28,0,0,-28
4653,29,44497.484073575164,0.04924744925159607,0,121,0,0,-121
4654,25,23555.25555528875,0.32508372746232816,0,70,0,0,-70
4655,52,21250.04227166004,0.0077158748008684065,1,328,5956,1406,7034
4656,38,20871.53766646905,0.14653257639097256,1,475,12795,1705,14025
4657,21,24385.32960508912,0.2724623155185457,0,21,0,0,-21
4658,34,32260.043794320663,0.0009040480401879369,1,107,5277,1905,7075
4659,56,33527.14635443752,0.06635782191009193,1,1063,6390,1858,7185
4660,53,24563.61162877139,0.27302112911602017,0,4,0,0,-4
4661,19,22186.472676069654,0.012396249187998302,1,763,5999,2322,7558
4662,58,42986.208452689774,0.19490394654290755,1,858,6558,1487,7187
4663,19,23562.315312561037,0.03431153198876534,1,85,7510,3347,10772
4664,19,45468.30814911425,0.16544370530811064,0,0,0,0,0
4665,35,29104.860779185707,0.13982562572999954,0,22,0,0,-22
4666,66,30489.53917723797,0.09616598450414042,1,1096,8143,1420,8467
4667,24,25458.954199360483,0.030020270169281514,0,114,0,0,-114
4668,32,23673.29831213565,0.05728731387037602,0,60,0,0,-60
4669,24,30222.410280497632,0.07294674802436033,0,4,0,0,-4
4670,25,168310.50574960088,0.3602824017797453,0,25,0,0,-25
4671,18,23709.96304610277,0.005239575810411057,1,1805,7846,1357,7398
4672,35,23569.111500190826,0.010435867820602037,1,105,10989,1764,12648
4673,72,30077.996768962148,0.14578127597495313,0,49,0,0,-49
4674,49,20775.890557067203,0.18706738864647254,1,508,32224,1852,33568
4675,37,29089.130193743018,0.050846004228262874,0,86,0,0,-86
4676,29,22583.942591226532,0.005343311489417489,0,21,0,0,-21
4677,37,20471.395073067713,0.27903951057604726,1,181,12316,1581,13716
4678,28,44721.21672834941,0.06372608791084884,1,1608,5965,1528,5885
4679,21,26412.80337866548,0.01781930591259669,1,1887,5633,2931,6677
4680,58,48662.529448557034,0.11335759238693621,1,270,23765,2488,25983
4681,31,20576.615017768923,0.1678528866922542,1,252,17681,2230,19659
4682,49,20024.108089811707,0.24658428826775158,1,991,8349,1438,8796
4683,28,22188.254695388878,0.020623589800568956,1,186,8526,1347,9687
4684,55,21453.895846730677,0.10702483640268803,1,967,6130,1724,6887
4685,38,22455.45940382505,0.18491865985608005,1,472,5281,1640,6449
4686,45,24628.05066760306,0.1741878819164863,1,668,5260,1429,6021
4687,65,33205.032528533244,0.12860418528825188,0,8,0,0,-8
4688,37,25441.940816901275,0.4928956351657264,1,957,5381,1721,6145
