ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
9419,1,0,36,0,-36
9420,1,1,79,1200,1121
9421,0,0,131,0,-131
9422,0,0,64,0,-64
9423,1,0,52,0,-52
9424,1,0,94,0,-94
9425,0,0,53,0,-53
9426,0,0,23,0,-23
9427,1,1,46,1260,1214
9428,1,1,30,1553,1523
9429,1,1,1284,1887,603
9430,0,0,97,0,-97
9431,0,0,16,0,-16
9432,1,1,1393,1203,-190
9433,0,0,41,0,-41
9434,1,0,1,0,-1
9435,0,0,60,0,-60
9436,1,1,487,1330,843
9437,0,0,2,0,-2
9438,1,1,751,1705,954
9439,0,0,46,0,-46
9440,0,0,23,0,-23
9441,1,0,3,0,-3
9442,1,0,162,0,-162
9443,1,0,39,0,-39
9444,1,1,242,1928,1686
9445,1,1,568,1581,1013
9446,1,1,1381,1921,540
9447,1,1,7,1506,1499
9448,1,0,7,0,-7
9449,1,0,6,0,-6
9450,0,0,6,0,-6
9451,0,0,48,0,-48
9452,1,1,334,1364,1030
9453,1,1,314,1655,1341
9454,0,0,42,0,-42
9455,0,0,31,0,-31
9456,0,0,8,0,-8
9457,0,0,157,0,-157
9458,1,0,41,0,-41
9459,1,1,70,1222,1152
9460,1,1,16,1477,1461
9461,0,0,15,0,-15
9462,1,0,30,0,-30
9463,0,0,16,0,-16
9464,1,0,36,0,-36
9465,1,0,42,0,-42
9466,0,0,43,0,-43
9467,0,0,9,0,-9
9468,1,0,24,0,-24
9469,1,0,27,0,-27
9470,1,1,625,1272,647
9471,0,0,12,0,-12
9472,0,0,22,0,-22
9473,0,0,13,0,-13
9474,0,0,8,0,-8
9475,1,1,270,2569,2299
9476,1,0,44,0,-44
9477,1,0,51,0,-51
9478,0,0,19,0,-19
9479,1,0,118,0,-118
9480,0,0,20,0,-20
9481,1,1,154,1211,1057
9482,1,0,83,0,-83
9483,0,0,115,0,-115
9484,1,1,38,2024,1986
9485,1,0,12,0,-12
9486,1,1,2351,1471,-880
9487,1,1,244,1472,1228
9488,1,0,97,0,-97
9489,1,0,40,0,-40
9490,0,0,5,0,-5
9491,0,0,78,0,-78
9492,1,1,313,4537,4224
9493,1,0,57,0,-57
9494,0,0,149,0,-149
9495,0,0,9,0,-9
9496,0,0,26,0,-26
9497,0,0,206,0,-206
9498,0,0,25,0,-25
9499,1,0,6,0,-6
9500,1,1,309,1412,1103
9501,1,0,205,0,-205
9502,0,0,8,0,-8
9503,1,0,78,0,-78
9504,1,1,291,1428,1137
9505,1,0,26,0,-26
9506,0,0,22,0,-22
9507,1,1,323,1262,939
9508,1,0,14,0,-14
9509,0,0,72,0,-72
9510,0,0,3,0,-3
9511,0,0,127,0,-127
9512,1,1,166,1314,1148
9513,1,1,55,1492,1437
9514,0,0,11,0,-11
9515,1,1,1423,1212,-211
9516,1,0,140,0,-140
9517,0,0,7,0,-7
9518,1,0,21,0,-21
9519,1,0,8,0,-8
9520,1,0,15,0,-15
9521,1,1,229,1632,1403
9522,1,1,547,1432,885
9523,1,0,33,0,-33
9524,0,0,39,0,-39
9525,1,0,35,0,-35
9526,1,0,62,0,-62
9527,1,1,291,1674,1383
9528,0,0,89,0,-89
9529,1,0,13,0,-13
9530,1,0,54,0,-54
9531,1,1,814,1307,493
9532,0,0,15,0,-15
9533,0,0,54,0,-54
9534,1,1,53,1825,1772
9535,0,0,139,0,-139
9536,1,1,231,4945,4714
9537,0,0,0,0,0
9538,1,0,37,0,-37
9539,1,1,653,7880,7227
9540,1,0,42,0,-42
9541,1,1,207,1410,1203
9542,1,0,69,0,-69
9543,0,0,34,0,-34
9544,0,0,17,0,-17
9545,0,0,0,0,0
9546,1,0,4,0,-4
9547,0,0,40,0,-40
9548,1,0,25,0,-25
9549,0,0,23,0,-23
9550,1,0,82,0,-82
9551,1,1,30,1256,1226
9552,1,1,185,1766,1581
9553,0,0,94,0,-94
9554,1,0,38,0,-38
9555,1,1,95,3115,3020
9556,0,0,28,0,-28
9557,0,0,23,0,-23
9558,1,1,684,1448,764
9559,1,0,55,0,-55
9560,0,0,74,0,-74
9561,1,0,97,0,-97
9562,0,0,78,0,-78
9563,0,0,136,0,-136
9564,1,1,895,1271,376
9565,1,0,69,0,-69
9566,1,0,119,0,-119
9567,1,0,64,0,-64
9568,1,0,111,0,-111
9569,1,0,37,0,-37
9570,0,0,136,0,-136
9571,1,1,9,1228,1219
9572,0,0,21,0,-21
9573,1,1,1056,1235,179
9574,1,1,153,1631,1478
9575,1,1,1187,1668,481
9576,1,0,15,0,-15
9577,0,0,11,0,-11
9578,1,1,635,1302,667
9579,0,0,71,0,-71
9580,1,0,25,0,-25
9581,0,0,84,0,-84
9582,0,0,47,0,-47
9583,1,1,50,1225,1175
9584,1,0,24,0,-24
9585,1,1,482,1356,874
9586,1,0,58,0,-58
9587,1,0,20,0,-20
9588,1,0,31,0,-31
9589,0,0,17,0,-17
9590,1,0,2,0,-2
9591,0,0,25,0,-25
9592,0,0,76,0,-76
9593,1,0,29,0,-29
9594,1,0,35,0,-35
9595,1,0,2,0,-2
9596,0,0,29,0,-29
9597,1,0,124,0,-124
9598,1,1,366,1242,876
9599,1,0,50,0,-50
9600,1,1,328,1421,1093
9601,1,0,26,0,-26
9602,0,0,19,0,-19
9603,0,0,25,0,-25
9604,1,1,252,1765,1513
9605,1,1,197,1813,1616
9606,1,1,276,1318,1042
9607,0,0,0,0,0
9608,1,0,0,0,0
9609,0,0,33,0,-33
9610,0,0,44,0,-44
9611,1,1,1011,1414,403
9612,1,0,17,0,-17
9613,0,0,69,0,-69
9614,1,1,1023,1201,178
9615,1,0,75,0,-75
9616,0,0,15,0,-15
9617,0,0,31,0,-31
9618,0,0,65,0,-65
9619,0,0,436,0,-436
9620,1,0,13,0,-13
9621,0,0,35,0,-35
9622,1,1,432,1822,1390
9623,0,0,31,0,-31
9624,1,1,157,1284,1127
9625,1,1,684,1875,1191
9626,0,0,29,0,-29
9627,1,1,514,1204,690
9628,0,0,17,0,-17
9629,0,0,43,0,-43
9630,1,1,800,1878,1078
9631,1,0,137,0,-137
9632,1,1,11,1402,1391
9633,1,1,945,1261,316
9634,0,0,4,0,-4
9635,1,0,115,0,-115
9636,1,1,179,1382,1203
9637,0,0,25,0,-25
9638,1,0,8,0,-8
9639,0,0,18,0,-18
9640,0,0,39,0,-39
9641,1,1,353,1430,1077
9642,1,1,801,1335,534
9643,0,0,51,0,-51
9644,0,0,138,0,-138
9645,0,0,70,0,-70
9646,0,0,46,0,-46
9647,0,0,36,0,-36
9648,1,1,3554,1303,-2251
9649,1,1,412,1584,1172
9650,0,0,6,0,-6
9651,1,1,155,2145,1990
9652,1,0,40,0,-40
9653,0,0,181,0,-181
9654,0,0,30,0,-30
9655,1,0,56,0,-56
9656,0,0,37,0,-37
9657,1,0,83,0,-83
9658,1,1,306,1804,1498
9659,1,1,427,1269,842
9660,0,0,19,0,-19
9661,1,1,241,1275,1034
9662,0,0,5,0,-5
9663,0,0,17,0,-17
9664,1,0,33,0,-33
9665,0,0,17,0,-17
9666,1,0,57,0,-57
9667,0,0,49,0,-49
9668,1,1,155,1408,1253
9669,1,0,63,0,-63
9670,1,1,717,1593,876
9671,0,0,4,0,-4
9672,0,0,95,0,-95
9673,0,0,194,0,-194
9674,1,0,41,0,-41
9675,1,1,93,1749,1656
9676,1,0,71,0,-71
9677,1,1,864,1559,695
9678,1,1,201,1217,1016
9679,1,0,10,0,-10
9680,1,0,120,0,-120
9681,1,1,422,1385,963
9682,0,0,21,0,-21
9683,1,0,104,0,-104
9684,1,1,312,1376,1064
9685,1,0,75,0,-75
9686,1,0,44,0,-44
9687,0,0,25,0,-25
9688,1,1,509,1368,859
9689,1,0,10,0,-10
9690,1,0,13,0,-13
9691,0,0,134,0,-134
9692,1,0,142,0,-142
9693,0,0,0,0,0
9694,1,0,204,0,-204
9695,1,0,122,0,-122
9696,1,1,1001,1581,580
9697,0,0,1,0,-1
9698,1,0,28,0,-28
9699,0,0,5,0,-5
9700,0,0,60,0,-60
9701,0,0,24,0,-24
9702,1,1,1001,3146,2145
9703,1,1,443,1297,854
9704,1,0,3,0,-3
9705,1,0,30,0,-30
9706,0,0,71,0,-71
9707,0,0,9,0,-9
9708,1,0,175,0,-175
9709,1,1,194,1201,1007
9710,1,1,2662,1202,-1460
9711,1,1,1238,1251,13
9712,1,0,16,0,-16
9713,0,0,1,0,-1
9714,0,0,74,0,-74
9715,1,1,569,1341,772
9716,1,1,226,1209,983
9717,1,1,2001,2168,167
9718,0,0,23,0,-23
9719,1,0,73,0,-73
9720,1,0,121,0,-121
9721,0,0,18,0,-18
9722,1,1,548,1325,777
9723,1,0,108,0,-108
9724,1,1,625,1319,694
9725,0,0,34,0,-34
9726,1,1,343,1458,1115
9727,0,0,2,0,-2
9728,0,0,86,0,-86
9729,0,0,0,0,0
9730,1,0,53,0,-53
9731,0,0,10,0,-10
9732,1,1,1794,1364,-430
9733,0,0,42,0,-42
9734,1,1,224,2064,1840
9735,1,1,57,1215,1158
9736,1,1,333,1222,889
9737,1,0,32,0,-32
9738,1,0,22,0,-22
9739,0,0,23,0,-23
9740,0,0,148,0,-148
9741,1,1,80,1375,1295
9742,1,1,720,1393,673
9743,1,1,180,1959,1779
9744,1,0,13,0,-13
9745,1,0,84,0,-84
9746,0,0,9,0,-9
9747,1,0,56,0,-56
9748,0,0,8,0,-8
9749,1,0,26,0,-26
9750,0,0,21,0,-21
9751,1,0,9,0,-9
9752,1,0,33,0,-33
9753,0,0,133,0,-133
9754,0,0,41,0,-41
9755,0,0,176,0,-176
9756,0,0,14,0,-14
9757,0,0,36,0,-36
9758,0,0,10,0,-10
9759,1,1,1005,1867,862
9760,1,0,103,0,-103
9761,0,0,24,0,-24
9762,1,0,28,0,-28
9763,0,0,187,0,-187
9764,0,0,152,0,-152
9765,1,0,45,0,-45
9766,1,1,683,2317,1634
9767,1,0,9,0,-9
9768,1,0,61,0,-61
9769,1,0,10,0,-10
9770,0,0,51,0,-51
9771,1,1,463,1316,853
9772,1,1,120,1283,1163
9773,0,0,35,0,-35
9774,0,0,8,0,-8
9775,1,0,51,0,-51
9776,0,0,76,0,-76
9777,1,1,33,1354,1321
9778,1,0,293,0,-293
9779,0,0,49,0,-49
9780,0,0,1,0,-1
9781,0,0,169,0,-169
9782,1,0,0,0,0
9783,1,0,22,0,-22
9784,0,0,2,0,-2
9785,0,0,50,0,-50
9786,1,1,1086,1270,184
9787,0,0,40,0,-40
9788,1,1,743,1577,834
9789,0,0,0,0,0
9790,1,1,833,1897,1064
9791,0,0,14,0,-14
9792,1,0,42,0,-42
9793,1,1,1074,2819,1745
9794,1,0,147,0,-147
9795,1,0,94,0,-94
9796,0,0,23,0,-23
9797,1,1,163,3165,3002
9798,1,0,117,0,-117
9799,1,0,87,0,-87
9800,1,1,268,1569,1301
9801,1,1,273,1207,934
9802,1,0,83,0,-83
9803,0,0,12,0,-12
9804,1,0,242,0,-242
9805,0,0,14,0,-14
9806,1,1,272,1392,1120
9807,1,0,84,0,-84
9808,1,1,300,1520,1220
9809,1,0,13,0,-13
9810,1,1,455,1329,874
9811,0,0,24,0,-24
9812,1,1,553,1238,685
9813,1,0,17,0,-17
9814,1,0,247,0,-247
9815,1,1,295,1237,942
9816,0,0,45,0,-45
9817,1,1,20,1571,1551
9818,1,0,88,0,-88
9819,0,0,122,0,-122
9820,0,0,24,0,-24
9821,0,0,4,0,-4
9822,0,0,52,0,-52
9823,0,0,65,0,-65
9824,0,0,87,0,-87
9825,1,1,133,1218,1085
9826,0,0,46,0,-46
9827,1,1,632,1280,648
9828,1,1,565,1229,664
9829,1,0,74,0,-74
9830,1,0,25,0,-25
9831,0,0,1,0,-1
9832,1,1,192,1309,1117
9833,1,1,785,1301,516
9834,1,0,101,0,-101
9835,1,0,11,0,-11
9836,1,1,457,1779,1322
9837,0,0,14,0,-14
9838,1,0,156,0,-156
9839,1,0,108,0,-108
9840,0,0,37,0,-37
9841,1,1,817,6922,6105
9842,1,0,66,0,-66
9843,1,0,25,0,-25
9844,1,1,393,1993,1600
9845,0,0,19,0,-19
9846,1,1,59,1436,1377
9847,0,0,3,0,-3
9848,1,0,2,0,-2
9849,0,0,13,0,-13
9850,1,1,189,1212,1023
9851,0,0,0,0,0
9852,0,0,184,0,-184
9853,1,0,33,0,-33
9854,0,0,7,0,-7
9855,0,0,23,0,-23
9856,0,0,60,0,-60
9857,0,0,66,0,-66
9858,1,1,987,3034,2047
9859,0,0,154,0,-154
9860,1,1,544,1556,1012
9861,0,0,21,0,-21
9862,1,1,600,2076,1476
9863,1,1,264,1274,1010
9864,1,1,812,1660,848
9865,0,0,31,0,-31
9866,1,1,693,1259,566
9867,0,0,5,0,-5
9868,1,1,1001,1627,626
9869,1,1,1033,1270,237
9870,0,0,14,0,-14
9871,1,1,279,1667,1388
9872,0,0,14,0,-14
9873,0,0,5,0,-5
9874,0,0,15,0,-15
9875,1,0,26,0,-26
9876,1,0,56,0,-56
9877,0,0,12,0,-12
9878,1,0,13,0,-13
9879,0,0,6,0,-6
9880,0,0,254,0,-254
9881,1,1,863,2092,1229
9882,0,0,31,0,-31
9883,1,0,1,0,-1
9884,0,0,9,0,-9
9885,1,0,152,0,-152
9886,0,0,52,0,-52
9887,0,0,18,0,-18
9888,1,1,152,1566,1414
9889,0,0,14,0,-14
9890,1,0,91,0,-91
9891,1,0,20,0,-20
9892,0,0,13,0,-13
9893,1,1,168,1247,1079
9894,1,0,145,0,-145
9895,1,1,206,1219,1013
9896,0,0,6,0,-6
9897,1,0,62,0,-62
9898,1,0,42,0,-42
9899,1,0,21,0,-21
9900,1,1,482,2224,1742
9901,1,1,786,1253,467
9902,0,0,31,0,-31
9903,1,1,1316,1564,248
9904,1,1,2253,1214,-1039
9905,0,0,12,0,-12
9906,1,0,1,0,-1
9907,1,1,380,1600,1220
9908,1,0,1,0,-1
9909,0,0,6,0,-6
9910,1,0,44,0,-44
9911,0,0,10,0,-10
9912,1,1,768,1404,636
9913,1,1,312,2028,1716
9914,1,1,286,1520,1234
9915,1,0,15,0,-15
9916,0,0,70,0,-70
9917,1,1,164,1252,1088
9918,1,1,2214,1250,-964
9919,1,1,179,1626,1447
9920,0,0,65,0,-65
9921,0,0,15,0,-15
9922,1,0,3,0,-3
9923,1,1,658,1366,708
9924,1,0,42,0,-42
9925,0,0,34,0,-34
9926,0,0,9,0,-9
9927,1,0,138,0,-138
9928,1,1,1028,1362,334
9929,1,0,134,0,-134
9930,0,0,6,0,-6
9931,1,0,116,0,-116
9932,1,0,107,0,-107
9933,1,0,17,0,-17
9934,0,0,9,0,-9
9935,0,0,32,0,-32
9936,1,1,372,1568,1196
9937,1,1,1873,2511,638
9938,1,1,359,1556,1197
9939,0,0,46,0,-46
9940,1,0,22,0,-22
9941,1,1,2364,1540,-824
9942,0,0,28,0,-28
9943,1,0,85,0,-85
9944,1,1,404,1751,1347
9945,1,1,173,1291,1118
9946,1,0,62,0,-62
9947,1,1,608,1574,966
9948,1,0,28,0,-28
9949,1,0,94,0,-94
9950,1,0,82,0,-82
9951,0,0,117,0,-117
9952,0,0,23,0,-23
9953,0,0,5,0,-5
9954,1,0,14,0,-14
9955,0,0,22,0,-22
9956,1,0,22,0,-22
9957,0,0,38,0,-38
9958,1,1,247,1548,1301
9959,1,1,327,1367,1040
9960,1,0,14,0,-14
9961,0,0,19,0,-19
9962,0,0,59,0,-59
9963,0,0,5,0,-5
9964,1,1,411,3073,2662
9965,0,0,15,0,-15
9966,0,0,59,0,-59
9967,0,0,75,0,-75
9968,0,0,119,0,-119
9969,1,1,1207,4843,3636
9970,1,1,404,1390,986
9971,1,1,325,1795,1470
9972,0,0,15,0,-15
9973,0,0,4,0,-4
9974,0,0,34,0,-34
9975,0,0,14,0,-14
9976,1,0,90,0,-90
9977,0,0,120,0,-120
9978,1,0,19,0,-19
9979,1,0,25,0,-25
9980,0,0,17,0,-17
9981,0,0,50,0,-50
9982,1,1,613,1859,1246
9983,1,0,42,0,-42
9984,0,0,131,0,-131
9985,1,1,14,1214,1200
9986,0,0,23,0,-23
9987,1,1,506,1415,909
9988,1,1,953,1370,417
9989,0,0,12,0,-12
9990,1,0,28,0,-28
9991,0,0,25,0,-25
9992,1,0,27,0,-27
9993,0,0,6,0,-6
9994,0,0,134,0,-134
9995,1,1,334,1690,1356
9996,0,0,81,0,-81
9997,1,1,1176,2391,1215
9998,1,1,63,1296,1233
9999,0,0,40,0,-40
10000,1,1,285,1475,1190
10001,1,1,287,1347,1060
10002,0,0,19,0,-19
10003,1,0,39,0,-39
10004,1,0,16,0,-16
10005,1,1,31,1380,1349
10006,1,1,2234,1516,-718
10007,1,0,12,0,-12
10008,1,0,102,0,-102
10009,1,1,178,1982,1804
10010,1,0,29,0,-29
10011,1,1,344,1278,934
10012,0,0,22,0,-22
10013,1,1,85,2054,1969
10014,0,0,14,0,-14
10015,1,1,483,1249,766
10016,1,1,1596,1644,48
10017,0,0,62,0,-62
10018,1,1,475,1580,1105
10019,1,1,489,1558,1069
10020,1,1,1406,1302,-104
10021,1,0,22,0,-22
10022,0,0,8,0,-8
10023,0,0,6,0,-6
10024,1,0,152,0,-152
10025,0,0,23,0,-23
10026,1,1,270,1338,1068
10027,0,0,45,0,-45
10028,0,0,45,0,-45
10029,1,1,1837,1301,-536
10030,0,0,5,0,-5
10031,0,0,105,0,-105
10032,0,0,160,0,-160
10033,0,0,88,0,-88
10034,0,0,28,0,-28
10035,0,0,53,0,-53
10036,0,0,9,0,-9
10037,0,0,6,0,-6
10038,1,0,11,0,-11
10039,1,1,209,1326,1117
10040,1,1,302,1220,918
10041,0,0,22,0,-22
10042,1,0,47,0,-47
10043,0,0,29,0,-29
10044,0,0,15,0,-15
10045,1,1,36,2585,2549
10046,1,1,122,1359,1237
10047,0,0,83,0,-83
10048,0,0,20,0,-20
10049,1,0,59,0,-59
10050,1,0,2,0,-2
10051,0,0,142,0,-142
10052,0,0,28,0,-28
10053,1,1,17,1834,1817
10054,1,1,690,1292,602
10055,1,0,95,0,-95
10056,1,0,51,0,-51
10057,1,0,28,0,-28
10058,0,0,0,0,0
10059,0,0,118,0,-118
10060,1,1,793,1241,448
10061,1,0,7,0,-7
10062,0,0,23,0,-23
10063,1,1,459,1370,911
10064,0,0,73,0,-73
10065,1,1,449,1314,865
10066,0,0,22,0,-22
10067,1,0,15,0,-15
10068,1,0,46,0,-46
10069,1,1,98,1295,1197
10070,0,0,16,0,-16
10071,1,1,998,1210,212
10072,1,0,4,0,-4
10073,1,0,53,0,-53
10074,0,0,12,0,-12
10075,1,0,52,0,-52
10076,1,0,2,0,-2
10077,0,0,7,0,-7
10078,1,1,649,1269,620
10079,0,0,39,0,-39
10080,1,1,316,3661,3345
10081,0,0,23,0,-23
10082,1,0,3,0,-3
10083,1,0,53,0,-53
10084,1,0,24,0,-24
10085,0,0,24,0,-24
10086,1,1,497,1467,970
10087,0,0,59,0,-59
10088,0,0,34,0,-34
10089,1,0,37,0,-37
10090,1,1,209,1371,1162
10091,0,0,4,0,-4
10092,0,0,27,0,-27
10093,0,0,0,0,0
10094,1,0,17,0,-17
10095,1,1,749,1366,617
10096,0,0,40,0,-40
10097,0,0,160,0,-160
10098,0,0,10,0,-10
10099,0,0,5,0,-5
10100,1,1,580,1665,1085
10101,0,0,1,0,-1
10102,1,1,656,1222,566
10103,0,0,36,0,-36
10104,0,0,16,0,-16
10105,1,1,292,1277,985
10106,1,0,21,0,-21
10107,0,0,58,0,-58
10108,1,1,433,1482,1049
10109,1,0,44,0,-44
10110,1,0,3,0,-3
10111,1,1,140,1897,1757
10112,0,0,18,0,-18
10113,0,0,87,0,-87
10114,1,1,560,1520,960
10115,0,0,94,0,-94
10116,0,0,46,0,-46
10117,1,1,322,2224,1902
10118,1,1,256,1335,1079
10119,1,0,57,0,-57
10120,0,0,56,0,-56
10121,1,1,606,1262,656
10122,0,0,21,0,-21
10123,1,1,715,1233,518
10124,0,0,12,0,-12
10125,1,0,10,0,-10
10126,0,0,28,0,-28
10127,0,0,7,0,-7
10128,1,1,660,1388,728
10129,0,0,29,0,-29
10130,0,0,54,0,-54
10131,1,0,13,0,-13
10132,0,0,30,0,-30
10133,0,0,30,0,-30
10134,0,0,96,0,-96
10135,0,0,6,0,-6
10136,1,1,1781,1700,-81
10137,1,1,44,1416,1372
10138,1,0,0,0,0
10139,1,1,295,1200,905
10140,1,0,148,0,-148
10141,0,0,12,0,-12
10142,0,0,92,0,-92
10143,1,0,2,0,-2
10144,1,0,76,0,-76
10145,1,1,880,1568,688
10146,1,1,1031,1668,637
10147,1,0,48,0,-48
10148,1,0,34,0,-34
10149,0,0,16,0,-16
10150,1,0,10,0,-10
10151,1,0,31,0,-31
10152,1,1,200,1487,1287
10153,0,0,49,0,-49
10154,1,1,191,1208,1017
10155,1,0,47,0,-47
10156,1,0,21,0,-21
10157,0,0,65,0,-65
10158,0,0,44,0,-44
10159,1,1,386,1220,834
10160,1,0,74,0,-74
10161,1,1,86,1734,1648
10162,1,1,516,1285,769
10163,0,0,77,0,-77
10164,0,0,5,0,-5
10165,1,1,485,1602,1117
10166,0,0,2,0,-2
10167,1,1,116,1472,1356
10168,0,0,2,0,-2
10169,1,1,882,1665,783
10170,1,0,60,0,-60
10171,0,0,36,0,-36
10172,1,0,0,0,0
10173,1,0,35,0,-35
10174,0,0,14,0,-14
10175,1,0,2,0,-2
10176,1,0,4,0,-4
10177,1,0,34,0,-34
10178,1,1,274,1295,1021
10179,1,0,8,0,-8
10180,1,1,468,1588,1120
10181,1,1,202,1435,1233
10182,0,0,175,0,-175
10183,1,0,60,0,-60
10184,0,0,122,0,-122
10185,0,0,39,0,-39
10186,0,0,37,0,-37
10187,1,1,465,1458,993
10188,1,0,63,0,-63
10189,0,0,2,0,-2
10190,0,0,4,0,-4
10191,1,1,333,1229,896
10192,0,0,13,0,-13
10193,1,1,205,1443,1238
10194,1,0,76,0,-76
10195,0,0,29,0,-29
10196,0,0,19,0,-19
10197,0,0,54,0,-54
10198,0,0,43,0,-43
10199,1,1,82,1343,1261
10200,1,1,172,1242,1070
10201,0,0,24,0,-24
10202,1,1,1252,1476,224
10203,1,0,23,0,-23
10204,0,0,57,0,-57
10205,0,0,26,0,-26
10206,1,1,307,1663,1356
10207,0,0,30,0,-30
10208,1,0,93,0,-93
10209,0,0,133,0,-133
10210,1,0,27,0,-27
10211,1,1,510,1282,772
10212,0,0,37,0,-37
10213,0,0,37,0,-37
10214,1,0,101,0,-101
10215,0,0,85,0,-85
10216,0,0,110,0,-110
10217,1,0,5,0,-5
10218,0,0,4,0,-4
10219,0,0,14,0,-14
10220,0,0,27,0,-27
10221,1,0,78,0,-78
10222,1,0,37,0,-37
10223,0,0,48,0,-48
10224,1,1,312,1475,1163
10225,1,0,5,0,-5
10226,0,0,21,0,-21
10227,1,1,232,1589,1357
10228,1,1,511,1528,1017
10229,1,1,222,1258,1036
10230,1,0,51,0,-51
10231,0,0,71,0,-71
10232,1,0,109,0,-109
10233,0,0,13,0,-13
10234,0,0,23,0,-23
10235,0,0,59,0,-59
10236,1,1,505,2244,1739
10237,0,0,13,0,-13
10238,0,0,37,0,-37
10239,1,0,1,0,-1
10240,0,0,63,0,-63
10241,0,0,78,0,-78
10242,1,0,120,0,-120
10243,1,1,832,2208,1376
10244,1,0,20,0,-20
10245,0,0,3,0,-3
10246,1,1,382,1341,959
10247,0,0,35,0,-35
10248,0,0,65,0,-65
10249,1,1,455,1835,1380
10250,1,0,28,0,-28
10251,1,0,6,0,-6
10252,0,0,380,0,-380
10253,1,0,0,0,0
10254,1,0,93,0,-93
10255,1,1,151,1589,1438
10256,0,0,44,0,-44
10257,0,0,8,0,-8
10258,1,1,444,1863,1419
10259,1,0,132,0,-132
10260,0,0,116,0,-116
10261,1,1,796,1574,778
10262,1,1,268,1639,1371
10263,1,0,120,0,-120
10264,1,1,62,1719,1657
10265,1,0,7,0,-7
10266,1,1,435,1641,1206
10267,0,0,71,0,-71
10268,1,1,959,1417,458
10269,1,1,845,1200,355
10270,0,0,25,0,-25
10271,0,0,39,0,-39
10272,0,0,28,0,-28
10273,0,0,70,0,-70
10274,1,1,879,1431,552
10275,1,1,36,1411,1375
10276,0,0,66,0,-66
10277,1,0,31,0,-31
10278,1,0,3,0,-3
10279,1,0,11,0,-11
10280,1,1,242,1311,1069
10281,1,1,303,1303,1000
10282,1,1,959,1213,254
10283,1,1,334,1226,892
10284,1,1,1357,1244,-113
10285,1,1,407,2010,1603
10286,0,0,8,0,-8
10287,0,0,1,0,-1
10288,0,0,68,0,-68
10289,1,1,580,1418,838
10290,0,0,18,0,-18
10291,1,1,173,1327,1154
10292,0,0,4,0,-4
10293,1,1,1763,2117,354
10294,1,1,1006,1398,392
10295,1,0,163,0,-163
10296,1,1,232,2182,1950
10297,1,0,14,0,-14
10298,1,0,45,0,-45
10299,1,1,692,1289,597
10300,1,0,18,0,-18
10301,1,1,258,1555,1297
10302,1,0,21,0,-21
10303,0,0,46,0,-46
10304,1,0,117,0,-117
10305,1,1,237,1317,1080
10306,1,1,551,1303,752
10307,1,1,1364,1766,402
10308,0,0,290,0,-290
10309,0,0,76,0,-76
10310,1,1,620,1236,616
10311,1,1,311,1374,1063
10312,0,0,36,0,-36
10313,1,0,153,0,-153
10314,1,1,353,2412,2059
10315,0,0,0,0,0
10316,0,0,50,0,-50
10317,1,0,6,0,-6
10318,0,0,61,0,-61
10319,0,0,176,0,-176
10320,1,0,31,0,-31
10321,1,0,34,0,-34
10322,1,0,60,0,-60
10323,0,0,42,0,-42
10324,1,0,37,0,-37
10325,1,1,304,2594,2290
10326,1,0,21,0,-21
10327,1,1,269,1911,1642
10328,1,0,187,0,-187
10329,1,0,4,0,-4
10330,1,1,353,1319,966
10331,1,1,1937,2663,726
10332,0,0,103,0,-103
10333,1,1,91,1211,1120
10334,0,0,3,0,-3
10335,1,1,859,1647,788
10336,1,0,21,0,-21
10337,1,0,2,0,-2
10338,1,0,76,0,-76
10339,0,0,19,0,-19
10340,0,0,48,0,-48
10341,1,0,16,0,-16
10342,1,0,28,0,-28
10343,0,0,12,0,-12
10344,0,0,0,0,0
10345,1,1,470,1265,795
10346,1,1,219,1432,1213
10347,0,0,53,0,-53
10348,0,0,10,0,-10
10349,0,0,87,0,-87
10350,0,0,84,0,-84
10351,0,0,53,0,-53
10352,1,1,629,1398,769
10353,1,1,220,2588,2368
10354,1,0,58,0,-58
10355,1,0,30,0,-30
10356,0,0,1,0,-1
10357,0,0,49,0,-49
10358,1,1,1592,1394,-198
10359,1,0,21,0,-21
10360,0,0,33,0,-33
10361,1,1,374,1331,957
10362,0,0,14,0,-14
10363,0,0,23,0,-23
10364,0,0,36,0,-36
10365,1,1,34,1420,1386
10366,1,1,955,1245,290
10367,0,0,167,0,-167
10368,1,1,271,1210,939
10369,0,0,61,0,-61
10370,1,0,13,0,-13
10371,0,0,77,0,-77
10372,1,1,217,1801,1584
10373,1,1,21,1499,1478
10374,1,0,4,0,-4
10375,0,0,18,0,-18
10376,1,1,101,1514,1413
10377,0,0,84,0,-84
10378,0,0,73,0,-73
10379,1,1,243,1260,1017
10380,1,0,4,0,-4
10381,0,0,74,0,-74
10382,1,1,428,1360,932
10383,0,0,24,0,-24
10384,0,0,24,0,-24
10385,1,0,2,0,-2
10386,0,0,74,0,-74
10387,1,1,189,2708,2519
10388,1,0,22,0,-22
10389,1,1,611,1370,759
10390,1,1,1842,1689,-153
10391,0,0,60,0,-60
10392,1,1,412,3625,3213
10393,1,0,33,0,-33
10394,0,0,18,0,-18
10395,0,0,22,0,-22
10396,1,1,1020,1239,219
10397,1,0,18,0,-18
10398,0,0,0,0,0
10399,1,1,23,1430,1407
10400,0,0,90,0,-90
