ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
13103,1,0,35,0,-35
13104,0,0,42,0,-42
13105,1,1,236,1453,1217
13106,1,0,16,0,-16
13107,0,0,15,0,-15
13108,1,1,761,1766,1005
13109,1,1,133,1859,1726
13110,1,1,452,1665,1213
13111,0,0,4,0,-4
13112,1,1,629,1400,771
13113,0,0,29,0,-29
13114,0,0,9,0,-9
13115,1,1,2033,1809,-224
13116,1,0,39,0,-39
13117,1,1,384,1238,854
13118,1,0,43,0,-43
13119,1,1,549,2159,1610
13120,1,1,1082,1295,213
13121,1,1,1848,1231,-617
13122,0,0,14,0,-14
13123,1,1,938,1201,263
13124,1,0,5,0,-5
13125,1,1,617,1366,749
13126,0,0,83,0,-83
13127,1,0,11,0,-11
13128,1,1,166,1297,1131
13129,0,0,17,0,-17
13130,0,0,161,0,-161
13131,1,0,82,0,-82
13132,0,0,38,0,-38
13133,0,0,7,0,-7
13134,1,0,5,0,-5
13135,0,0,2,0,-2
13136,0,0,17,0,-17
13137,1,1,218,1229,1011
13138,0,0,0,0,0
13139,1,0,15,0,-15
13140,0,0,20,0,-20
13141,0,0,0,0,0
13142,1,0,35,0,-35
13143,1,0,183,0,-183
13144,1,1,2035,2690,655
13145,1,1,383,1233,850
13146,1,0,34,0,-34
13147,1,1,313,1601,1288
13148,0,0,17,0,-17
13149,0,0,166,0,-166
13150,1,0,53,0,-53
13151,0,0,4,0,-4
13152,0,0,62,0,-62
13153,1,1,1693,1362,-331
13154,0,0,199,0,-199
13155,0,0,5,0,-5
13156,1,0,74,0,-74
13157,0,0,28,0,-28
13158,0,0,56,0,-56
13159,0,0,4,0,-4
13160,1,1,70,2200,2130
13161,1,0,10,0,-10
13162,1,1,451,1292,841
13163,1,1,1027,1220,193
13164,1,0,21,0,-21
13165,1,1,285,1586,1301
13166,0,0,49,0,-49
13167,0,0,38,0,-38
13168,1,0,8,0,-8
13169,1,1,481,1579,1098
13170,1,0,40,0,-40
13171,0,0,11,0,-11
13172,1,0,80,0,-80
13173,0,0,56,0,-56
13174,0,0,47,0,-47
13175,1,1,678,1467,789
13176,1,0,21,0,-21
13177,1,0,132,0,-132
13178,1,1,861,1375,514
13179,1,1,861,1227,366
13180,1,1,120,1276,1156
13181,1,1,574,1313,739
13182,0,0,54,0,-54
13183,0,0,38,0,-38
13184,1,1,278,1302,1024
13185,1,0,60,0,-60
13186,1,0,6,0,-6
13187,0,0,2,0,-2
13188,1,1,859,1249,390
13189,0,0,21,0,-21
13190,1,0,16,0,-16
13191,1,1,148,2829,2681
13192,1,0,40,0,-40
13193,1,0,73,0,-73
13194,0,0,9,0,-9
13195,1,1,241,1348,1107
13196,0,0,6,0,-6
13197,1,1,1355,2832,1477
13198,0,0,104,0,-104
13199,0,0,82,0,-82
13200,1,1,677,1479,802
13201,1,1,66,2277,2211
13202,1,0,46,0,-46
13203,1,1,369,2659,2290
13204,1,1,1078,1286,208
13205,1,1,634,2326,1692
13206,1,0,71,0,-71
13207,0,0,8,0,-8
13208,0,0,13,0,-13
13209,1,0,75,0,-75
13210,1,0,38,0,-38
13211,1,0,6,0,-6
13212,0,0,224,0,-224
13213,1,0,4,0,-4
13214,0,0,22,0,-22
13215,1,0,37,0,-37
13216,1,1,204,1470,1266
13217,1,0,75,0,-75
13218,1,0,67,0,-67
13219,0,0,105,0,-105
13220,1,0,77,0,-77
13221,1,0,0,0,0
13222,0,0,112,0,-112
13223,1,0,177,0,-177
13224,0,0,40,0,-40
13225,1,0,72,0,-72
13226,1,1,814,1279,465
13227,1,0,17,0,-17
13228,0,0,108,0,-108
13229,1,0,95,0,-95
13230,1,0,49,0,-49
13231,1,1,42,2196,2154
13232,0,0,14,0,-14
13233,1,1,435,1662,1227
13234,0,0,45,0,-45
13235,0,0,26,0,-26
13236,0,0,7,0,-7
13237,1,1,112,1257,1145
13238,0,0,11,0,-11
13239,1,0,13,0,-13
13240,1,0,6,0,-6
13241,1,1,78,1280,1202
13242,0,0,25,0,-25
13243,1,1,1227,1298,71
13244,0,0,51,0,-51
13245,1,1,1914,1519,-395
13246,1,0,9,0,-9
13247,1,0,143,0,-143
13248,0,0,8,0,-8
13249,0,0,106,0,-106
13250,1,1,305,1251,946
13251,1,0,7,0,-7
13252,1,1,1318,1532,214
13253,0,0,11,0,-11
13254,1,1,158,1235,1077
13255,0,0,10,0,-10
13256,1,1,871,1563,692
13257,1,0,7,0,-7
13258,0,0,24,0,-24
13259,1,0,62,0,-62
13260,0,0,22,0,-22
13261,1,0,61,0,-61
13262,1,1,310,1243,933
13263,0,0,19,0,-19
13264,0,0,106,0,-106
13265,0,0,0,0,0
13266,1,1,1922,1222,-700
13267,0,0,113,0,-113
13268,1,1,137,1301,1164
13269,1,1,1228,1317,89
13270,1,1,96,1250,1154
13271,0,0,192,0,-192
13272,1,1,536,1288,752
13273,0,0,154,0,-154
13274,1,1,2359,1678,-681
13275,1,0,72,0,-72
13276,0,0,94,0,-94
13277,0,0,70,0,-70
13278,1,0,174,0,-174
13279,0,0,40,0,-40
13280,1,1,473,1206,733
13281,0,0,97,0,-97
13282,0,0,42,0,-42
13283,1,0,106,0,-106
13284,1,0,47,0,-47
13285,1,1,239,1373,1134
13286,1,0,2,0,-2
13287,1,1,225,2148,1923
13288,1,1,402,1314,912
13289,1,1,329,1251,922
13290,1,0,62,0,-62
13291,1,1,30,1212,1182
13292,0,0,83,0,-83
13293,0,0,68,0,-68
13294,1,1,562,1302,740
13295,1,1,161,1405,1244
13296,1,1,768,1415,647
13297,1,0,240,0,-240
13298,1,0,25,0,-25
13299,1,0,21,0,-21
13300,0,0,7,0,-7
13301,0,0,16,0,-16
13302,1,1,493,1253,760
13303,1,0,1,0,-1
13304,0,0,51,0,-51
13305,1,0,13,0,-13
13306,1,0,8,0,-8
13307,0,0,60,0,-60
13308,1,1,954,2519,1565
13309,1,1,148,1204,1056
13310,0,0,70,0,-70
13311,0,0,74,0,-74
13312,0,0,63,0,-63
13313,0,0,11,0,-11
13314,1,0,9,0,-9
13315,1,0,13,0,-13
13316,1,1,108,1937,1829
13317,1,0,28,0,-28
13318,1,0,129,0,-129
13319,0,0,115,0,-115
13320,1,0,41,0,-41
13321,1,1,23,1540,1517
13322,1,0,89,0,-89
13323,1,0,10,0,-10
13324,0,0,21,0,-21
13325,1,1,244,1758,1514
13326,1,0,43,0,-43
13327,1,0,191,0,-191
13328,0,0,4,0,-4
13329,0,0,7,0,-7
13330,1,0,236,0,-236
13331,1,0,86,0,-86
13332,0,0,22,0,-22
13333,0,0,9,0,-9
13334,0,0,39,0,-39
13335,1,1,163,3024,2861
13336,1,0,47,0,-47
13337,0,0,12,0,-12
13338,0,0,65,0,-65
13339,1,0,34,0,-34
13340,1,1,605,1930,1325
13341,0,0,1,0,-1
13342,1,0,30,0,-30
13343,1,0,5,0,-5
13344,1,0,90,0,-90
13345,1,0,36,0,-36
13346,1,1,793,1339,546
13347,0,0,103,0,-103
13348,0,0,31,0,-31
13349,1,1,239,1201,962
13350,0,0,9,0,-9
13351,1,1,317,1605,1288
13352,1,0,6,0,-6
13353,1,0,26,0,-26
13354,1,0,16,0,-16
13355,0,0,140,0,-140
13356,0,0,14,0,-14
13357,0,0,14,0,-14
13358,0,0,0,0,0
13359,0,0,67,0,-67
13360,1,0,92,0,-92
13361,0,0,3,0,-3
13362,1,1,497,4200,3703
13363,1,0,143,0,-143
13364,1,0,87,0,-87
13365,1,1,31,1275,1244
13366,0,0,23,0,-23
13367,0,0,41,0,-41
13368,1,1,1273,2029,756
13369,0,0,70,0,-70
13370,0,0,43,0,-43
13371,1,1,195,1269,1074
13372,1,0,54,0,-54
13373,1,0,17,0,-17
13374,0,0,30,0,-30
13375,0,0,30,0,-30
13376,0,0,67,0,-67
13377,1,0,21,0,-21
13378,1,1,308,1918,1610
13379,0,0,63,0,-63
13380,0,0,114,0,-114
13381,1,0,5,0,-5
13382,1,1,194,1326,1132
13383,1,1,84,1385,1301
13384,1,1,212,1214,1002
13385,0,0,94,0,-94
13386,1,1,244,1697,1453
13387,1,1,107,1275,1168
13388,1,0,20,0,-20
13389,1,0,29,0,-29
13390,1,1,434,1920,1486
13391,1,1,690,4146,3456
13392,1,1,1311,1250,-61
13393,1,1,210,1332,1122
13394,1,1,126,1427,1301
13395,0,0,116,0,-116
13396,0,0,5,0,-5
13397,1,0,71,0,-71
13398,1,1,452,1366,914
13399,0,0,134,0,-134
13400,1,1,241,1363,1122
13401,0,0,42,0,-42
13402,1,0,84,0,-84
13403,0,0,52,0,-52
13404,1,1,11,1256,1245
13405,0,0,65,0,-65
13406,1,0,36,0,-36
13407,1,1,725,1920,1195
13408,0,0,6,0,-6
13409,1,0,43,0,-43
13410,0,0,6,0,-6
13411,1,1,141,1265,1124
13412,0,0,22,0,-22
13413,0,0,25,0,-25
13414,1,0,150,0,-150
13415,1,0,191,0,-191
13416,0,0,57,0,-57
13417,0,0,45,0,-45
13418,1,1,1038,1293,255
13419,1,1,169,1212,1043
13420,0,0,27,0,-27
13421,1,0,42,0,-42
13422,1,0,46,0,-46
13423,1,1,1200,1715,515
13424,0,0,82,0,-82
13425,0,0,175,0,-175
13426,0,0,15,0,-15
13427,1,0,1,0,-1
13428,0,0,82,0,-82
13429,1,1,377,1771,1394
13430,1,0,16,0,-16
13431,0,0,79,0,-79
13432,1,0,39,0,-39
13433,1,1,458,3199,2741
13434,0,0,12,0,-12
13435,0,0,36,0,-36
13436,0,0,9,0,-9
13437,0,0,12,0,-12
13438,1,0,12,0,-12
13439,0,0,1,0,-1
13440,1,0,125,0,-125
13441,0,0,4,0,-4
13442,0,0,6,0,-6
13443,0,0,29,0,-29
13444,0,0,59,0,-59
13445,1,0,72,0,-72
13446,1,1,349,1304,955
13447,1,0,4,0,-4
13448,1,1,225,1673,1448
13449,1,1,432,1905,1473
13450,1,0,105,0,-105
13451,0,0,41,0,-41
13452,1,0,12,0,-12
13453,0,0,24,0,-24
13454,1,1,739,1560,821
13455,0,0,67,0,-67
13456,1,0,7,0,-7
13457,0,0,16,0,-16
13458,1,1,232,2096,1864
13459,0,0,54,0,-54
13460,0,0,27,0,-27
13461,1,0,62,0,-62
13462,1,1,302,1725,1423
13463,0,0,2,0,-2
13464,1,1,280,1449,1169
13465,1,1,493,2479,1986
13466,1,1,166,1223,1057
13467,1,1,56,1787,1731
13468,1,0,51,0,-51
13469,1,0,139,0,-139
13470,1,0,67,0,-67
13471,1,0,81,0,-81
13472,0,0,13,0,-13
13473,1,0,65,0,-65
13474,1,0,55,0,-55
13475,1,0,70,0,-70
13476,1,0,4,0,-4
13477,1,0,167,0,-167
13478,1,1,90,1938,1848
13479,1,1,551,1211,660
13480,0,0,5,0,-5
13481,0,0,44,0,-44
13482,0,0,16,0,-16
13483,1,1,883,1469,586
13484,1,0,27,0,-27
13485,0,0,132,0,-132
13486,1,0,14,0,-14
13487,1,0,15,0,-15
13488,1,0,17,0,-17
13489,1,1,419,1479,1060
13490,1,1,322,1235,913
13491,0,0,38,0,-38
13492,0,0,45,0,-45
13493,1,0,48,0,-48
13494,1,1,253,1382,1129
13495,1,0,147,0,-147
13496,1,0,168,0,-168
13497,0,0,32,0,-32
13498,1,1,792,1607,815
13499,1,0,28,0,-28
13500,1,0,2,0,-2
13501,0,0,123,0,-123
13502,0,0,0,0,0
13503,0,0,35,0,-35
13504,0,0,18,0,-18
13505,1,0,12,0,-12
13506,1,0,18,0,-18
13507,1,1,999,1223,224
13508,0,0,62,0,-62
13509,0,0,99,0,-99
13510,1,1,188,1827,1639
13511,0,0,17,0,-17
13512,1,0,1,0,-1
13513,0,0,0,0,0
13514,1,1,884,1205,321
13515,1,0,23,0,-23
13516,0,0,9,0,-9
13517,0,0,17,0,-17
13518,0,0,64,0,-64
13519,1,0,30,0,-30
13520,0,0,16,0,-16
13521,1,0,1,0,-1
13522,0,0,28,0,-28
13523,0,0,11,0,-11
13524,1,0,52,0,-52
13525,0,0,124,0,-124
13526,1,0,53,0,-53
13527,0,0,34,0,-34
13528,1,0,25,0,-25
13529,0,0,12,0,-12
13530,0,0,13,0,-13
13531,1,1,326,1762,1436
13532,1,0,33,0,-33
13533,0,0,32,0,-32
13534,1,1,700,2081,1381
13535,0,0,85,0,-85
13536,0,0,9,0,-9
13537,0,0,19,0,-19
13538,0,0,0,0,0
13539,1,1,103,1693,1590
13540,1,0,68,0,-68
13541,1,1,408,1392,984
13542,0,0,24,0,-24
13543,0,0,61,0,-61
13544,0,0,192,0,-192
13545,1,1,689,1667,978
13546,0,0,45,0,-45
13547,1,1,733,1627,894
13548,0,0,99,0,-99
13549,0,0,58,0,-58
13550,1,1,1345,2475,1130
13551,0,0,5,0,-5
13552,0,0,12,0,-12
13553,1,0,16,0,-16
13554,0,0,8,0,-8
13555,0,0,153,0,-153
13556,1,1,346,1467,1121
13557,1,1,73,1254,1181
13558,1,0,14,0,-14
13559,1,1,456,1710,1254
13560,1,1,72,1381,1309
13561,1,1,237,1594,1357
13562,1,0,30,0,-30
13563,1,1,461,2437,1976
13564,0,0,33,0,-33
13565,1,1,852,1364,512
13566,0,0,4,0,-4
13567,0,0,32,0,-32
13568,1,0,115,0,-115
13569,1,1,184,2465,2281
13570,0,0,12,0,-12
13571,1,1,336,1323,987
13572,0,0,37,0,-37
13573,1,0,22,0,-22
13574,1,0,114,0,-114
13575,0,0,85,0,-85
13576,1,1,267,1274,1007
13577,1,1,366,1725,1359
13578,0,0,122,0,-122
13579,0,0,17,0,-17
13580,1,0,66,0,-66
13581,1,0,44,0,-44
13582,1,0,20,0,-20
13583,1,0,125,0,-125
13584,0,0,87,0,-87
13585,0,0,4,0,-4
13586,1,0,27,0,-27
13587,1,0,10,0,-10
13588,0,0,8,0,-8
13589,1,0,10,0,-10
13590,0,0,11,0,-11
13591,1,0,3,0,-3
13592,0,0,138,0,-138
13593,0,0,56,0,-56
13594,0,0,3,0,-3
13595,1,1,132,1296,1164
13596,0,0,33,0,-33
13597,0,0,11,0,-11
13598,0,0,30,0,-30
13599,1,1,475,1577,1102
13600,0,0,21,0,-21
13601,1,1,493,1359,866
13602,1,1,392,1233,841
13603,0,0,50,0,-50
13604,0,0,79,0,-79
13605,1,0,58,0,-58
13606,0,0,117,0,-117
13607,1,0,48,0,-48
13608,1,0,28,0,-28
13609,0,0,13,0,-13
13610,0,0,81,0,-81
13611,1,1,218,1215,997
13612,0,0,50,0,-50
13613,0,0,53,0,-53
13614,1,1,1106,1381,275
13615,0,0,95,0,-95
13616,1,1,419,1278,859
13617,1,0,31,0,-31
13618,1,1,513,1672,1159
13619,1,0,34,0,-34
13620,0,0,115,0,-115
13621,0,0,81,0,-81
13622,1,0,73,0,-73
13623,0,0,6,0,-6
13624,1,0,0,0,0
13625,1,1,164,1513,1349
13626,0,0,123,0,-123
13627,0,0,73,0,-73
13628,0,0,106,0,-106
13629,1,0,87,0,-87
13630,1,0,81,0,-81
13631,1,1,842,1927,1085
13632,1,1,37,1566,1529
13633,0,0,6,0,-6
13634,1,0,34,0,-34
13635,0,0,5,0,-5
13636,0,0,42,0,-42
13637,1,0,20,0,-20
13638,1,1,1223,1344,121
13639,1,0,57,0,-57
13640,1,0,4,0,-4
13641,0,0,151,0,-151
13642,1,0,12,0,-12
13643,0,0,38,0,-38
13644,0,0,52,0,-52
13645,1,0,94,0,-94
13646,1,1,615,1230,615
13647,0,0,44,0,-44
13648,1,0,6,0,-6
13649,1,0,19,0,-19
13650,1,1,473,4065,3592
13651,1,1,51,1245,1194
13652,0,0,49,0,-49
13653,1,1,626,1758,1132
13654,0,0,21,0,-21
13655,1,1,370,1225,855
13656,1,0,92,0,-92
13657,1,0,125,0,-125
13658,0,0,87,0,-87
13659,1,1,110,2342,2232
13660,1,0,10,0,-10
13661,0,0,7,0,-7
13662,1,0,13,0,-13
13663,1,1,3134,1430,-1704
13664,1,0,54,0,-54
13665,1,0,13,0,-13
13666,1,1,2241,1616,-625
13667,0,0,45,0,-45
13668,1,1,132,1812,1680
13669,0,0,28,0,-28
13670,1,1,603,1456,853
13671,1,1,280,1329,1049
13672,0,0,14,0,-14
13673,1,0,9,0,-9
13674,0,0,30,0,-30
13675,0,0,10,0,-10
13676,0,0,112,0,-112
13677,1,1,1084,1277,193
13678,0,0,28,0,-28
13679,1,0,136,0,-136
13680,0,0,0,0,0
13681,1,0,27,0,-27
13682,1,0,31,0,-31
13683,0,0,88,0,-88
13684,1,0,123,0,-123
13685,1,0,6,0,-6
13686,1,1,406,1697,1291
13687,1,1,107,1256,1149
13688,0,0,7,0,-7
13689,1,0,45,0,-45
13690,1,0,14,0,-14
13691,1,1,86,1755,1669
13692,0,0,22,0,-22
13693,0,0,31,0,-31
13694,1,1,182,1508,1326
13695,0,0,56,0,-56
13696,0,0,4,0,-4
13697,0,0,12,0,-12
13698,1,0,32,0,-32
13699,1,0,148,0,-148
13700,1,1,154,1415,1261
13701,1,1,682,1251,569
13702,0,0,14,0,-14
13703,1,1,272,1657,1385
13704,0,0,69,0,-69
13705,0,0,43,0,-43
13706,0,0,263,0,-263
13707,0,0,6,0,-6
13708,1,1,211,1631,1420
13709,1,1,6,1648,1642
13710,1,0,27,0,-27
13711,0,0,33,0,-33
13712,0,0,274,0,-274
13713,0,0,35,0,-35
13714,1,1,2568,1201,-1367
13715,0,0,64,0,-64
13716,0,0,42,0,-42
13717,0,0,19,0,-19
13718,0,0,15,0,-15
13719,1,0,45,0,-45
13720,0,0,15,0,-15
13721,1,1,128,1652,1524
13722,1,0,62,0,-62
13723,1,1,1340,2127,787
13724,0,0,18,0,-18
13725,1,0,50,0,-50
13726,1,0,22,0,-22
13727,0,0,37,0,-37
13728,1,1,1378,1219,-159
13729,0,0,62,0,-62
13730,1,0,4,0,-4
13731,0,0,35,0,-35
13732,1,1,231,1645,1414
13733,1,1,774,2383,1609
13734,1,0,94,0,-94
13735,1,1,156,1617,1461
13736,1,1,643,1789,1146
13737,1,0,111,0,-111
13738,1,1,361,1424,1063
13739,1,1,453,1586,1133
13740,0,0,49,0,-49
13741,0,0,25,0,-25
13742,1,1,69,1235,1166
13743,1,1,41,1298,1257
13744,0,0,9,0,-9
13745,0,0,7,0,-7
13746,1,0,139,0,-139
13747,1,1,514,1303,789
13748,1,1,345,1284,939
13749,0,0,9,0,-9
13750,1,0,36,0,-36
13751,0,0,24,0,-24
13752,1,0,52,0,-52
13753,1,1,10,1644,1634
13754,1,0,15,0,-15
13755,0,0,25,0,-25
13756,1,1,630,1642,1012
13757,0,0,284,0,-284
13758,1,0,30,0,-30
13759,0,0,81,0,-81
13760,1,1,2841,1409,-1432
13761,0,0,87,0,-87
13762,1,1,984,1400,416
13763,1,1,120,1294,1174
13764,0,0,92,0,-92
13765,0,0,80,0,-80
13766,0,0,121,0,-121
13767,1,0,108,0,-108
13768,1,0,34,0,-34
13769,0,0,42,0,-42
13770,1,0,38,0,-38
13771,0,0,1,0,-1
13772,0,0,14,0,-14
13773,0,0,21,0,-21
13774,1,1,1042,1399,357
13775,0,0,5,0,-5
13776,0,0,65,0,-65
13777,0,0,115,0,-115
13778,1,1,169,1315,1146
13779,1,0,103,0,-103
13780,1,1,575,1933,1358
13781,1,1,3431,1571,-1860
13782,1,0,248,0,-248
13783,0,0,15,0,-15
13784,1,0,16,0,-16
13785,0,0,15,0,-15
13786,0,0,135,0,-135
13787,1,0,121,0,-121
13788,1,0,3,0,-3
13789,1,0,292,0,-292
13790,1,0,61,0,-61
13791,1,1,527,1260,733
13792,0,0,1,0,-1
13793,1,1,439,1387,948
13794,1,0,141,0,-141
13795,0,0,306,0,-306
13796,1,0,5,0,-5
13797,1,0,31,0,-31
13798,0,0,19,0,-19
13799,1,0,0,0,0
13800,0,0,51,0,-51
13801,0,0,18,0,-18
13802,0,0,21,0,-21
13803,1,0,20,0,-20
13804,1,0,67,0,-67
13805,0,0,10,0,-10
13806,0,0,11,0,-11
13807,1,0,194,0,-194
13808,0,0,50,0,-50
13809,0,0,6,0,-6
13810,0,0,26,0,-26
13811,1,1,594,1213,619
13812,0,0,42,0,-42
13813,1,1,796,1210,414
13814,1,0,27,0,-27
13815,1,1,642,1278,636
13816,0,0,54,0,-54
13817,1,1,153,1225,1072
13818,0,0,78,0,-78
13819,1,0,30,0,-30
13820,0,0,12,0,-12
13821,1,0,85,0,-85
13822,1,0,152,0,-152
13823,1,0,78,0,-78
13824,0,0,96,0,-96
13825,1,1,96,1453,1357
13826,1,0,5,0,-5
13827,0,0,14,0,-14
13828,0,0,8,0,-8
13829,0,0,25,0,-25
13830,1,1,149,1208,1059
13831,0,0,24,0,-24
13832,0,0,105,0,-105
13833,1,0,25,0,-25
13834,1,0,14,0,-14
13835,1,0,17,0,-17
13836,0,0,21,0,-21
13837,1,0,10,0,-10
13838,1,1,129,1504,1375
13839,0,0,40,0,-40
13840,1,1,43,1300,1257
13841,0,0,184,0,-184
13842,0,0,27,0,-27
13843,1,1,684,2646,1962
13844,1,1,103,1252,1149
13845,1,1,305,1253,948
13846,1,0,54,0,-54
13847,0,0,49,0,-49
13848,1,0,57,0,-57
13849,1,0,6,0,-6
13850,0,0,12,0,-12
13851,1,0,118,0,-118
13852,1,1,195,1254,1059
13853,1,0,6,0,-6
13854,0,0,72,0,-72
13855,1,1,642,1432,790
13856,1,0,3,0,-3
13857,1,0,8,0,-8
13858,1,0,34,0,-34
13859,1,1,1296,1604,308
13860,0,0,7,0,-7
13861,1,1,107,1237,1130
13862,0,0,25,0,-25
13863,1,0,14,0,-14
13864,0,0,90,0,-90
13865,1,0,39,0,-39
13866,1,1,590,1234,644
13867,1,0,45,0,-45
13868,1,1,136,1244,1108
13869,0,0,1,0,-1
13870,0,0,3,0,-3
13871,0,0,142,0,-142
13872,0,0,3,0,-3
13873,0,0,4,0,-4
13874,1,0,216,0,-216
13875,1,0,15,0,-15
13876,0,0,69,0,-69
13877,0,0,20,0,-20
13878,0,0,15,0,-15
13879,1,1,764,1547,783
13880,1,1,185,1219,1034
13881,1,0,31,0,-31
13882,1,1,601,1292,691
13883,1,0,43,0,-43
13884,1,1,274,1281,1007
13885,1,1,59,1332,1273
13886,0,0,25,0,-25
13887,1,1,648,1669,1021
13888,0,0,53,0,-53
13889,0,0,118,0,-118
13890,1,0,80,0,-80
13891,1,0,122,0,-122
13892,0,0,6,0,-6
13893,1,1,1350,1695,345
13894,1,0,107,0,-107
13895,0,0,39,0,-39
13896,1,0,29,0,-29
13897,1,1,611,2071,1460
13898,0,0,31,0,-31
13899,1,1,416,1236,820
13900,0,0,76,0,-76
13901,0,0,18,0,-18
13902,0,0,21,0,-21
13903,0,0,141,0,-141
13904,1,1,62,2177,2115
13905,0,0,14,0,-14
13906,1,0,1,0,-1
13907,0,0,6,0,-6
13908,0,0,23,0,-23
13909,1,1,730,1780,1050
13910,0,0,81,0,-81
13911,1,0,126,0,-126
13912,0,0,30,0,-30
13913,1,1,290,1556,1266
13914,1,0,82,0,-82
13915,0,0,16,0,-16
13916,1,0,99,0,-99
13917,1,1,106,2012,1906
13918,0,0,8,0,-8
13919,1,0,44,0,-44
13920,1,0,15,0,-15
13921,1,1,358,1234,876
13922,1,0,16,0,-16
13923,1,0,93,0,-93
13924,1,1,430,1419,989
13925,1,1,236,1358,1122
13926,0,0,66,0,-66
13927,0,0,120,0,-120
13928,0,0,147,0,-147
13929,0,0,86,0,-86
13930,0,0,116,0,-116
13931,0,0,46,0,-46
13932,1,0,0,0,0
13933,1,1,245,1413,1168
13934,1,1,875,1429,554
13935,1,0,199,0,-199
13936,1,0,20,0,-20
13937,0,0,74,0,-74
13938,1,1,208,1488,1280
13939,1,0,40,0,-40
13940,1,0,13,0,-13
13941,1,1,1215,1472,257
13942,1,0,50,0,-50
13943,0,0,30,0,-30
13944,1,0,13,0,-13
13945,1,1,436,1456,1020
13946,1,0,9,0,-9
13947,1,1,276,1445,1169
13948,1,0,28,0,-28
13949,1,0,30,0,-30
13950,1,1,958,1259,301
13951,1,0,130,0,-130
13952,1,1,156,1503,1347
13953,0,0,75,0,-75
13954,0,0,9,0,-9
13955,0,0,28,0,-28
13956,0,0,39,0,-39
13957,0,0,84,0,-84
13958,0,0,69,0,-69
13959,1,0,26,0,-26
13960,0,0,0,0,0
13961,1,1,417,1408,991
13962,1,1,1203,1588,385
13963,1,1,1314,1724,410
13964,0,0,48,0,-48
13965,0,0,54,0,-54
13966,1,1,17,1706,1689
13967,1,1,506,1519,1013
13968,1,1,121,1397,1276
13969,0,0,121,0,-121
13970,1,1,590,1300,710
13971,1,1,496,1414,918
13972,1,0,47,0,-47
13973,0,0,52,0,-52
13974,1,0,17,0,-17
13975,0,0,50,0,-50
13976,1,1,210,2000,1790
13977,0,0,72,0,-72
13978,1,1,660,1206,546
13979,1,0,99,0,-99
13980,0,0,12,0,-12
13981,0,0,1,0,-1
13982,1,0,1,0,-1
13983,1,0,15,0,-15
13984,1,1,1249,1428,179
13985,0,0,148,0,-148
13986,1,0,94,0,-94
13987,1,0,69,0,-69
13988,1,1,620,3704,3084
13989,1,1,299,1271,972
13990,1,1,387,1727,1340
13991,1,0,40,0,-40
13992,1,0,69,0,-69
13993,1,1,144,3074,2930
13994,1,1,232,1281,1049
13995,1,1,629,2616,1987
13996,0,0,120,0,-120
13997,1,0,42,0,-42
13998,1,0,25,0,-25
13999,0,0,21,0,-21
14000,1,1,511,4156,3645
14001,1,1,1393,1284,-109
14002,0,0,71,0,-71
14003,1,0,8,0,-8
14004,1,0,24,0,-24
14005,0,0,104,0,-104
14006,1,1,579,1220,641
14007,0,0,20,0,-20
14008,1,1,650,1397,747
14009,1,1,316,1249,933
14010,1,0,47,0,-47
14011,1,0,109,0,-109
14012,0,0,9,0,-9
14013,0,0,12,0,-12
14014,0,0,3,0,-3
14015,0,0,48,0,-48
14016,1,1,645,1345,700
14017,0,0,26,0,-26
14018,0,0,95,0,-95
14019,0,0,56,0,-56
14020,0,0,10,0,-10
14021,0,0,16,0,-16
14022,0,0,17,0,-17
14023,1,0,4,0,-4
14024,1,0,20,0,-20
14025,1,0,3,0,-3
14026,1,1,1149,1574,425
14027,0,0,37,0,-37
14028,1,1,1077,2211,1134
14029,1,1,482,1584,1102
14030,0,0,13,0,-13
14031,1,0,23,0,-23
14032,0,0,93,0,-93
14033,0,0,2,0,-2
14034,0,0,89,0,-89
14035,1,1,123,1237,1114
14036,1,0,100,0,-100
14037,0,0,18,0,-18
14038,0,0,0,0,0
14039,1,0,18,0,-18
14040,1,0,92,0,-92
14041,0,0,13,0,-13
14042,1,1,431,1240,809
14043,0,0,41,0,-41
14044,1,1,343,1561,1218
14045,0,0,29,0,-29
14046,0,0,2,0,-2
14047,0,0,2,0,-2
14048,0,0,8,0,-8
14049,0,0,290,0,-290
14050,1,1,158,1520,1362
14051,0,0,2,0,-2
14052,1,0,8,0,-8
14053,1,1,396,1722,1326
14054,0,0,39,0,-39
14055,0,0,91,0,-91
14056,0,0,25,0,-25
14057,0,0,43,0,-43
14058,0,0,24,0,-24
14059,0,0,28,0,-28
14060,1,0,122,0,-122
14061,1,1,817,1366,549
14062,1,0,103,0,-103
14063,0,0,51,0,-51
14064,1,1,169,1650,1481
14065,1,0,10,0,-10
14066,1,0,51,0,-51
14067,1,0,90,0,-90
14068,0,0,24,0,-24
14069,1,0,24,0,-24
14070,1,0,172,0,-172
14071,1,0,13,0,-13
14072,1,1,417,1331,914
14073,1,0,28,0,-28
14074,0,0,59,0,-59
14075,0,0,45,0,-45
14076,0,0,242,0,-242
14077,1,0,212,0,-212
14078,0,0,11,0,-11
14079,0,0,7,0,-7
14080,1,0,65,0,-65
14081,1,0,21,0,-21
14082,1,0,9,0,-9
14083,1,1,776,1559,783
14084,0,0,26,0,-26
14085,0,0,31,0,-31
